location,year,category,rank,query
United States,2013,"San Francisco, CA",3,iPhone 5s
United States,2013,"San Francisco, CA",4,Boston Marathon
United States,2013,"San Francisco, CA",5,Cory Monteith
United States,2013,"Seattle, WA",1,Government Shutdown
United States,2013,"Seattle, WA",2,Paul Walker
United States,2013,"Seattle, WA",3,Boston Marathon
United States,2013,"Seattle, WA",4,Seahawks
United States,2013,"Seattle, WA",5,iPhone 5s
United States,2013,Shoe Brands,1,TOMS
United States,2013,Shoe Brands,2,Aldo
United States,2013,Shoe Brands,3,Nike
United States,2013,Shoe Brands,4,Jessica Simpson
United States,2013,Shoe Brands,5,Steve Madden
United States,2013,Social Media Sites,1,Tumblr
United States,2013,Social Media Sites,2,Facebook
United States,2013,Social Media Sites,3,LinkedIn
United States,2013,Social Media Sites,4,SoundCloud
United States,2013,Social Media Sites,5,Google+
United States,2013,Song Lyrics,1,Thrift Shop
United States,2013,Song Lyrics,2,Blurred Lines
United States,2013,Song Lyrics,3,Wrecking Ball
United States,2013,Song Lyrics,4,Royals
United States,2013,Song Lyrics,5,Holy Grail
United States,2013,Stocks,1,FB
United States,2013,Stocks,2,TSLA
United States,2013,Stocks,3,TWTR
United States,2013,Stocks,4,GOOG
United States,2013,Stocks,5,BBRY
United States,2013,Tech Gadgets,1,Playstation 4
United States,2013,Tech Gadgets,2,Samsung Galaxy S4
United States,2013,Tech Gadgets,3,iPhone 5s
United States,2013,Tech Gadgets,4,iPhone 5c
United States,2013,Tech Gadgets,5,iPad Air
United States,2013,Top Trending,1,Paul Walker
United States,2013,Top Trending,2,Boston Marathon Bombing
United States,2013,Top Trending,3,Nelson Mandela
United States,2013,Top Trending,4,Cory Monteith
United States,2013,Top Trending,5,iPhone 5s
United States,2013,Toys,1,Pokemon Fusion
United States,2013,Toys,2,Play-Doh
United States,2013,Toys,3,Digimon Fusion
United States,2013,Toys,4,Minecraft Toys
United States,2013,Toys,5,Minions
United States,2013,TV Series Finales,1,Breaking Bad
United States,2013,TV Series Finales,2,Buckwild
United States,2013,TV Series Finales,3,Ready for Love
United States,2013,TV Series Finales,4,Zero Hour
United States,2013,TV Series Finales,5,Deception
United States,2013,"TV Shows, Trending",1,Breaking Bad
United States,2013,"TV Shows, Trending",2,Game of Thrones
United States,2013,"TV Shows, Trending",3,Orange Is the New Black
United States,2013,"TV Shows, Trending",4,Scandal
United States,2013,"TV Shows, Trending",5,House of Cards
United States,2013,Video Games,1,Grand Theft Auto V
United States,2013,Video Games,2,Cookie Clicker
United States,2013,Video Games,3,Atari Breakout
United States,2013,Video Games,4,Candy Crush
United States,2013,Video Games,5,BioShock Infinite
United States,2013,"Washington, D.C.",1,Boston Marathon
United States,2013,"Washington, D.C.",2,Aaron Hernandez
United States,2013,"Washington, D.C.",3,iPhone 5s
United States,2013,"Washington, D.C.",4,Lil Wayne
United States,2013,"Washington, D.C.",5,Cory Monteith
United States,2013,Weddings,1,Kerry Washington and Nnamdi Asomugha
United States,2013,Weddings,2,Michael Jordan and Yvette Prieto
United States,2013,Weddings,3,Aaron Paul and Lauren Parsekian
United States,2013,Weddings,4,NeNe Leakes and Gregg Leakes
United States,2013,Weddings,5,Melissa Gilbert and Timothy Busfield
United States,2014,Searches,1,Robin Williams
United States,2014,Searches,2,World Cup
United States,2014,Searches,3,Ebola
United States,2014,Searches,4,Malaysia Airlines
United States,2014,Searches,5,Flappy Bird
United States,2014,People,1,Jennifer Lawrence
United States,2014,People,2,Kim Kardashian
United States,2014,People,3,Tracy Morgan
United States,2014,People,4,Ray Rice
United States,2014,People,5,Tony Stewart
United States,2014,.gifs,1,Miguel Herrera gif
United States,2014,.gifs,2,Frozen gif
United States,2014,.gifs,3,Luis Suarez gif
United States,2014,.gifs,4,Madden gif
United States,2014,.gifs,5,Godzilla gif
United States,2014,Actors,1,Jared Leto
United States,2014,Actors,2,Matthew McConaughey
United States,2014,Actors,3,Macaulay Culkin
United States,2014,Actors,4,Chris Pratt
United States,2014,Actors,5,Theo James
United States,2014,Actresses,1,Jennifer Lawrence
United States,2014,Actresses,2,Renee Zellweger
United States,2014,Actresses,3,Betty White
United States,2014,Actresses,4,Ellen Page
United States,2014,Actresses,5,Kim Novak
United States,2014,Athletes,1,Ray Rice
United States,2014,Athletes,2,Adrian Peterson
United States,2014,Athletes,3,Richard Sherman
United States,2014,Athletes,4,Paul George
United States,2014,Athletes,5,Carmelo Anthony
United States,2014,Books,1,"Boy, Snow, Bird"
United States,2014,Books,2,Blood Will Out
United States,2014,Books,3,"Savage Harvest: A Tale of Cannibals, Colonialism, and Michael Rockefeller's Tragic Quest for Primitive Art"
United States,2014,Books,4,City of Heavenly Fire
United States,2014,Books,5,Flash Boys
United States,2014,Calorie Searches,1,How many calories are in a banana?
United States,2014,Calorie Searches,2,How many calories are in pumpkin pie?
United States,2014,Calorie Searches,3,How many calories are in an apple?
United States,2014,Calorie Searches,4,How many calories are in an egg?
United States,2014,Calorie Searches,5,How many calories are in an avocado?
United States,2014,Cars,1,Ford
United States,2014,Cars,2,Jeep
United States,2014,Cars,3,Dodge
United States,2014,Cars,4,Toyota
United States,2014,Cars,5,General Motors
United States,2014,Celebrity Pregnancies,1,Mila Kunis
United States,2014,Celebrity Pregnancies,2,Ciara
United States,2014,Celebrity Pregnancies,3,Kourtney Kardashian
United States,2014,Celebrity Pregnancies,4,Kate Middleton
United States,2014,Celebrity Pregnancies,5,Kerry Washington
United States,2014,Celebrity Weddings of 2014,1,Kim Kardashian and Kanye West wedding
United States,2014,Celebrity Weddings of 2014,2,George Clooney and Amal Alamuddin wedding
United States,2014,Celebrity Weddings of 2014,3,Angelina Jolie and Brad Pitt wedding
United States,2014,Celebrity Weddings of 2014,4,Jill Duggar and Derick Dillard wedding
United States,2014,Celebrity Weddings of 2014,5,Kandi Burruss Todd Tucker wedding
United States,2014,Diets,1,Paleo Diet
United States,2014,Diets,2,Atkins Diet
United States,2014,Diets,3,Gluten Free Diet
United States,2014,Diets,4,Mediterranean Diet
United States,2014,Diets,5,Dash Diet
United States,2014,Donations,1,Donate to ALS
United States,2014,Donations,2,Donate to Ebola
United States,2014,Donations,3,Donate to Breast Cancer
United States,2014,Donations,4,Donate to Goodwill
United States,2014,Donations,5,Donate for Veterans
United States,2014,Fashion Designers,1,Bethany Mota
United States,2014,Fashion Designers,2,Kate Spade
United States,2014,Fashion Designers,3,Oscar de la Renta
United States,2014,Fashion Designers,4,Rachel Roy
United States,2014,Fashion Designers,5,L'Wren Scott
United States,2014,Google Doodles of 2014,1,US Valentine's Day 2014
United States,2014,Google Doodles of 2014,2,World Cup 2014 - Watching the game while the boss is away
United States,2014,Google Doodles of 2014,3,2014 Winter Olympics
United States,2014,Google Doodles of 2014,4,Rubik's Cube
United States,2014,Google Doodles of 2014,5,Doodle 4 Google 2014 - US Winner
United States,2014,How to...?,1,How to Airdrop
United States,2014,How to...?,2,How to Contour
United States,2014,How to...?,3,How to Vote
United States,2014,How to...?,4,How to Kiss
United States,2014,How to...?,5,How to Craft
United States,2014,IPO's of 2014,1,Alibaba IPO
United States,2014,IPO's of 2014,2,GoPro IPO
United States,2014,IPO's of 2014,3,King Digital IPO
United States,2014,IPO's of 2014,4,Virgin America IPO
United States,2014,IPO's of 2014,5,Castlight Health IPO
United States,2014,Losses of 2014,1,Robin Williams
United States,2014,Losses of 2014,2,Joan Rivers
United States,2014,Losses of 2014,3,Philip Seymour Hoffman
United States,2014,Losses of 2014,4,Maya Angelou
United States,2014,Losses of 2014,5,Jan Hooks
United States,2014,Memes,1,Tim Howard memes
United States,2014,Memes,2,Kermit memes
United States,2014,Memes,3,Memo Ochoa memes
United States,2014,Memes,4,Kim Kardashian memes
United States,2014,Memes,5,Brazil (National Football Team) memes
United States,2014,MLB Players,1,Derek Jeter
United States,2014,MLB Players,2,Tony Gwynn
United States,2014,MLB Players,3,Oscar Taveras
United States,2014,MLB Players,4,Madison Bumgarner
United States,2014,MLB Players,5,Hunter Pence
United States,2014,MLB Teams,1,Kansas City Royals
United States,2014,MLB Teams,2,San Francisco Giants
United States,2014,MLB Teams,3,Milwaukee Brewers
United States,2014,MLB Teams,4,Baltimore Orioles
United States,2014,MLB Teams,5,Seattle Mariners
United States,2014,Movies,1,Frozen
United States,2014,Movies,2,Interstellar
United States,2014,Movies,3,Divergent
United States,2014,Movies,4,Gone Girl
United States,2014,Movies,5,Lone Survivor
United States,2014,Music Artists,1,Iggy Azalea
United States,2014,Music Artists,2,Lorde
United States,2014,Music Artists,3,Sam Smith
United States,2014,Music Artists,4,Meghan Trainor
United States,2014,Music Artists,5,Solange Knowles
United States,2014,Natural Events,1,Hurricane Arthur
United States,2014,Natural Events,2,Chile Earthquake
United States,2014,Natural Events,3,Napa Earthquake
United States,2014,Natural Events,4,Hurricane Iselle
United States,2014,Natural Events,5,Oso Mudslide
United States,2014,NBA Players,1,Paul George
United States,2014,NBA Players,2,Carmelo Anthony
United States,2014,NBA Players,3,Kevin Love
United States,2014,NBA Players,4,Lebron James
United States,2014,NBA Players,5,Shabazz Napier
United States,2014,NBA Teams,1,Cleveland Cavaliers
United States,2014,NBA Teams,2,San Antonio Spurs
United States,2014,NBA Teams,3,Charlotte Hornets
United States,2014,NBA Teams,4,Washington Wizards
United States,2014,NBA Teams,5,Dallas Mavericks
United States,2014,NFL Players,1,Ray Rice
United States,2014,NFL Players,2,Adrian Peterson
United States,2014,NFL Players,3,Richard Sherman
United States,2014,NFL Players,4,Johnny Manziel
United States,2014,NFL Players,5,Russell Wilson
United States,2014,NFL Teams,1,Seattle Seahawks
United States,2014,NFL Teams,2,Cleveland Browns
United States,2014,NFL Teams,3,Denver Broncos
United States,2014,NFL Teams,4,Buffalo Bills
United States,2014,NFL Teams,5,Dallas Cowboys
United States,2014,Podcasts,1,Serial Podcast
United States,2014,Podcasts,2,Steve Austin Podcast
United States,2014,Podcasts,3,Startup Podcast
United States,2014,Podcasts,4,John Batchelor Podcast
United States,2014,Podcasts,5,Shane and Friends Podcast
United States,2014,Recipes,1,Chicken Recipes
United States,2014,Recipes,2,Meatloaf Recipe
United States,2014,Recipes,3,Banana Bread Recipe
United States,2014,Recipes,4,Pancake Recipe
United States,2014,Recipes,5,Chili Recipe
United States,2014,Red Carpet Appearances,1,Rihanna Red Carpet
United States,2014,Red Carpet Appearances,2,Lorde Red Carpet
United States,2014,Red Carpet Appearances,3,Lupita Red Carpet
United States,2014,Red Carpet Appearances,4,Madonna Red Carpet
United States,2014,Red Carpet Appearances,5,Pharrell Red Carpet
United States,2014,Selfies,1,Oscar Selfie
United States,2014,Selfies,2,Monkey Selfie
United States,2014,Selfies,3,Obama Selfie
United States,2014,Selfies,4,Squirrel Selfie
United States,2014,Selfies,5,David Ortiz Selfie
United States,2014,Song Lyrics,1,Say Something lyrics
United States,2014,Song Lyrics,2,Anaconda lyrics
United States,2014,Song Lyrics,3,Fancy lyrics
United States,2014,Song Lyrics,4,Happy lyrics
United States,2014,Song Lyrics,5,Blank Space lyrics
United States,2014,Sports Teams,1,Seattle Seahawks
United States,2014,Sports Teams,2,Kansas City Royals
United States,2014,Sports Teams,3,Cleveland Cavaliers
United States,2014,Sports Teams,4,San Francisco Giants
United States,2014,Sports Teams,5,Cleveland Browns
United States,2014,Symptoms,1,Ebola Symptoms
United States,2014,Symptoms,2,Flu symptoms
United States,2014,Symptoms,3,Pregnancy Symptoms
United States,2014,Symptoms,4,Aspergers Symptoms
United States,2014,Symptoms,5,ALS Symptoms
United States,2014,Tech Gadgets,1,iPhone 6
United States,2014,Tech Gadgets,2,Samsung Galaxy s5
United States,2014,Tech Gadgets,3,Nexus 6
United States,2014,Tech Gadgets,4,Apple Watch
United States,2014,Tech Gadgets,5,Chromecast
United States,2014,TV Shows,1,Game of Thrones
United States,2014,TV Shows,2,True Detective
United States,2014,TV Shows,3,Orange is the New Black
United States,2014,TV Shows,4,The Following
United States,2014,TV Shows,5,American Horror Story
United States,2014,Video Games,1,Destiny
United States,2014,Video Games,2,Titanfall
United States,2014,Video Games,3,Watch Dogs
United States,2014,Video Games,4,ArcheAge
United States,2014,Video Games,5,Call of Duty: Advanced Warfare
United States,2014,Workouts and Exercises,1,Insanity
United States,2014,Workouts and Exercises,2,T25 Workout
United States,2014,Workouts and Exercises,3,Piyo Workout
United States,2014,Workouts and Exercises,4,7 Minute Workout
United States,2014,Workouts and Exercises,5,P90x
United States,2014,World Cup Matches,1,Argentina vs Netherlands
United States,2014,World Cup Matches,2,Germany vs Argentina
United States,2014,World Cup Matches,3,USA vs Germany
United States,2014,World Cup Matches,4,Argentina vs Switzerland
United States,2014,World Cup Matches,5,Netherlands vs Mexico
United States,2015,Searches,1,Lamar Odom
United States,2015,Searches,2,Jurassic World
United States,2015,Searches,3,American Sniper
United States,2015,Searches,4,Caitlyn Jenner
United States,2015,Searches,5,Ronda Rousey
United States,2015,People,1,Lamar Odom
United States,2015,People,2,Caitlyn Jenner
United States,2015,People,3,Ronda Rousey
United States,2015,People,4,Donald Trump
United States,2015,People,5,Ruby Rose
United States,2015,Movies,1,Jurassic World
United States,2015,Movies,2,American Sniper
United States,2015,Movies,3,Straight Outta Compton
United States,2015,Movies,4,50 Shades of Grey
United States,2015,Movies,5,Furious 7
United States,2015,Actors,1,Charlie Sheen
United States,2015,Actors,2,Bill Cosby
United States,2015,Actors,3,Taylor Kinney
United States,2015,Actors,4,Scott Eastwood
United States,2015,Actors,5,James Earl Jones
United States,2015,Actresses,1,Ruby Rose
United States,2015,Actresses,2,Amy Schumer
United States,2015,Actresses,3,Patricia Arquette
United States,2015,Actresses,4,Rumer Willis
United States,2015,Actresses,5,Bryce Dallas Howard
United States,2015,Athletes,1,Ronda Rousey
United States,2015,Athletes,2,Holly Holm
United States,2015,Athletes,3,Stephen Curry
United States,2015,Athletes,4,Manny Pacquiao
United States,2015,Athletes,5,Alex Morgan
United States,2015,Beauty Questions,1,How to do the Kylie Jenner lip challenge?
United States,2015,Beauty Questions,2,What are lip fillers?
United States,2015,Beauty Questions,3,How to remove gel nail polish?
United States,2015,Beauty Questions,4,How to remove acrylic nails at home?
United States,2015,Beauty Questions,5,How to use beard balm?
United States,2015,Beer,1,Bud Light Mixxtail
United States,2015,Beer,2,Gose beer
United States,2015,Beer,3,Grapefruit beer
United States,2015,Beer,4,805 beer
United States,2015,Beer,5,SweetWater 420
United States,2015,Calorie Searches,1,Toasted Graham Latte
United States,2015,Calorie Searches,2,Palm Breeze
United States,2015,Calorie Searches,3,Starbucks Flat White
United States,2015,Calorie Searches,4,Grilled Stuft Nachos
United States,2015,Calorie Searches,5,Little Caesars Bacon Wrapped Deep Dish
United States,2015,Car Models,1,2016 Chevrolet Malibu
United States,2015,Car Models,2,2016 Chevrolet Silverado
United States,2015,Car Models,3,2016 Toyota Tacoma
United States,2015,Car Models,4,2016 Chevrolet Camaro
United States,2015,Car Models,5,Honda HR-V
United States,2015,Celebrity Pregnancies,1,Kim Kardashian
United States,2015,Celebrity Pregnancies,2,Nicole Curtis
United States,2015,Celebrity Pregnancies,3,Bristol Palin
United States,2015,Celebrity Pregnancies,4,Jessa Duggar
United States,2015,Celebrity Pregnancies,5,Tiffani Thiessen
United States,2015,Celebrity Weddings,1,Sofia Vergara and Joe Manganiello
United States,2015,Celebrity Weddings,2,Nathan Kress London Elise Moore
United States,2015,Celebrity Weddings,3,Jennifer Aniston and Justin Theroux
United States,2015,Celebrity Weddings,4,Nicky Hilton and James Rothschild
United States,2015,Celebrity Weddings,5,Tina Knowles and Richard Larson
United States,2015,Cocktails,1,Sangria
United States,2015,Cocktails,2,Moscow Mule
United States,2015,Cocktails,3,Gimlet
United States,2015,Cocktails,4,Cosmopolitan
United States,2015,Cocktails,5,Long Island Iced Tea
United States,2015,Diets,1,20/20 Diet
United States,2015,Diets,2,Carb Cycle Diet
United States,2015,Diets,3,Paleo Diet
United States,2015,Diets,4,GM Diet Plan
United States,2015,Diets,5,Military Diet Plan
United States,2015,Dog Questions,1,Why do dogs wag their tail?
United States,2015,Dog Questions,2,How to crate train your puppy?
United States,2015,Dog Questions,3,How to register a dog as a service animal?
United States,2015,Dog Questions,4,How to register a dog with the AKC?
United States,2015,Dog Questions,5,How to keep puppy from eating poop?
United States,2015,Fashion Designers,1,Raf Simons
United States,2015,Fashion Designers,2,Shoshanna Lonstein Gruss
United States,2015,Fashion Designers,3,Giambattista Valli
United States,2015,Fashion Designers,4,Thakoon Panichgul
United States,2015,Fashion Designers,5,Tadashi Shoji
United States,2015,Fashion Questions,1,How to walk in heels?
United States,2015,Fashion Questions,2,What to wear on the first day of school?
United States,2015,Fashion Questions,3,How to fray jeans?
United States,2015,Fashion Questions,4,How to tie a shirt?
United States,2015,Fashion Questions,5,What should a bride wear to the rehearsal dinner?
United States,2015,GIF,1,Just Do It
United States,2015,GIF,2,John Cena
United States,2015,GIF,3,Drake
United States,2015,GIF,4,That's Racist
United States,2015,GIF,5,Rihanna
United States,2015,How to...?,1,How to use the new Snapchat update?
United States,2015,How to...?,2,How to solve a rubix cube?
United States,2015,How to...?,3,How to get legendary marks?
United States,2015,How to...?,4,How to play Charlie Charlie?
United States,2015,How to...?,5,How to upgrade to Windows 10?
United States,2015,Losses,1,Bobbi Kristina Brown
United States,2015,Losses,2,Stuart Scott
United States,2015,Losses,3,Sandra Bland
United States,2015,Losses,4,Freddie Gray
United States,2015,Losses,5,Frank Gifford
United States,2015,Memes,1,Pepe the Frog
United States,2015,Memes,2,Rickrolling
United States,2015,Memes,3,Who Knows
United States,2015,Memes,4,Florida Man
United States,2015,Memes,5,O Rly
United States,2015,Men's Soccer Players,1,Cristiano Ronaldo
United States,2015,Men's Soccer Players,2,Lionel Messi
United States,2015,Men's Soccer Players,3,Neymar da Silva Santos Jr
United States,2015,Men's Soccer Players,4,Zlatan Ibrahimović
United States,2015,Men's Soccer Players,5,Luis Suárez
United States,2015,MLB Players,1,Jake Arrieta
United States,2015,MLB Players,2,Chase Utley
United States,2015,MLB Players,3,Matt Harvey
United States,2015,MLB Players,4,Ben Zobrist
United States,2015,MLB Players,5,Bartolo Colon
United States,2015,MLB Teams,1,New York Mets
United States,2015,MLB Teams,2,Toronto Blue Jays
United States,2015,MLB Teams,3,Chicago Cubs
United States,2015,MLB Teams,4,Houston Astros
United States,2015,MLB Teams,5,Kansas City Royals
United States,2015,Music Artists,1,Adele
United States,2015,Music Artists,2,Sia
United States,2015,Music Artists,3,Fetty Wap
United States,2015,Music Artists,4,Eazy-E
United States,2015,Music Artists,5,Sam Smith
United States,2015,Natural Events,1,Hurricane Patricia
United States,2015,Natural Events,2,Hurricane Joaquin
United States,2015,Natural Events,3,Tropical Storm Erika
United States,2015,Natural Events,4,Tropical Storm Bill
United States,2015,Natural Events,5,Nepal Earthquake
United States,2015,NBA Players,1,Stephen Curry
United States,2015,NBA Players,2,DeAndre Jordan
United States,2015,NBA Players,3,LaMarcus Aldridge
United States,2015,NBA Players,4,Zach Lavine
United States,2015,NBA Players,5,Andre Iguodala
United States,2015,NBA Teams,1,Golden State Warriors
United States,2015,NBA Teams,2,Cleveland Cavaliers
United States,2015,NBA Teams,3,Atlanta Hawks
United States,2015,NBA Teams,4,Houston Rockets
United States,2015,NBA Teams,5,Milwaukee Bucks
United States,2015,NFL Players,1,DeMarco Murray
United States,2015,NFL Players,2,Greg Hardy
United States,2015,NFL Players,3,Julian Edelman
United States,2015,NFL Players,4,Kam Chancellor
United States,2015,NFL Players,5,Adrian Peterson
United States,2015,NFL Teams,1,New England Patriots
United States,2015,NFL Teams,2,Carolina Panthers
United States,2015,NFL Teams,3,Green Bay Packers
United States,2015,NFL Teams,4,Indianapolis Colts
United States,2015,NFL Teams,5,Tennessee Titans
United States,2015,Oscar Red Carpet Dresses,1,Lupita Nyong'o
United States,2015,Oscar Red Carpet Dresses,2,Jennifer Lopez
United States,2015,Oscar Red Carpet Dresses,3,Gwyneth Paltrow
United States,2015,Oscar Red Carpet Dresses,4,Cate Blanchett
United States,2015,Oscar Red Carpet Dresses,5,Dakota Johnson
United States,2015,Politicians,1,Donald Trump
United States,2015,Politicians,2,Bernie Sanders
United States,2015,Politicians,3,Carly Fiorina
United States,2015,Politicians,4,Ben Carson
United States,2015,Politicians,5,Ted Cruz
United States,2015,Recipes,1,Pumpkin Seed Recipes
United States,2015,Recipes,2,Sweet Potato Fries Recipe
United States,2015,Recipes,3,Philly Cheese Steak Recipe
United States,2015,Recipes,4,Chicken Recipes
United States,2015,Recipes,5,Apple Pie Recipe
United States,2015,Selfies,1,Malia Obama
United States,2015,Selfies,2,Miss Lebanon
United States,2015,Selfies,3,Al Roker
United States,2015,Selfies,4,Bald Eagle
United States,2015,Selfies,5,Anna Kendrick
United States,2015,Soccer Teams,1,FC Barcelona
United States,2015,Soccer Teams,2,Orlando City Soccer
United States,2015,Soccer Teams,3,Arsenal FC
United States,2015,Soccer Teams,4,Manchester United FC
United States,2015,Soccer Teams,5,Chelsea FC
United States,2015,Song Lyrics,1,Hello
United States,2015,Song Lyrics,2,Take Me to Church
United States,2015,Song Lyrics,3,Blank Space
United States,2015,Song Lyrics,4,Uptown Funk
United States,2015,Song Lyrics,5,Thinking Out Loud
United States,2015,Sports Teams,1,New York Mets
United States,2015,Sports Teams,2,Toronto Blue Jays
United States,2015,Sports Teams,3,Chicago Cubs
United States,2015,Sports Teams,4,Golden State Warriors
United States,2015,Sports Teams,5,Tampa Bay Lightning
United States,2015,Symptoms,1,Flu
United States,2015,Symptoms,2,Gallbladder Infection
United States,2015,Symptoms,3,Measles
United States,2015,Symptoms,4,Listeria
United States,2015,Symptoms,5,Sinus Infection
United States,2015,Travel Questions,1,What to pack for Cancun?
United States,2015,Travel Questions,2,Where is Disneyland?
United States,2015,Travel Questions,3,What airport is ORD?
United States,2015,Travel Questions,4,When is whale watching season in San Diego?
United States,2015,Travel Questions,5,What is a boutique hotel?
United States,2015,TV Shows,1,Better Call Saul
United States,2015,TV Shows,2,Jessica Jones
United States,2015,TV Shows,3,Fear the Walking Dead
United States,2015,TV Shows,4,Empire
United States,2015,TV Shows,5,American Horror Story: Hotel
United States,2015,Video Games,1,Agar.io
United States,2015,Video Games,2,Fallout 4
United States,2015,Video Games,3,Mortal Kombat X
United States,2015,Video Games,4,Call of Duty: Black Ops III
United States,2015,Video Games,5,Star Wars Battlefront
United States,2015,What is...?,1,What is 0 divided by 0?
United States,2015,What is...?,2,What is Ashley Madison?
United States,2015,What is...?,3,What is a Buckeye?
United States,2015,What is...?,4,What is the Charlie Charlie Challenge?
United States,2015,What is...?,5,What is a Lunar Eclipse?
United States,2015,WNBA Teams,1,Minnesota Lynx
United States,2015,WNBA Teams,2,New York Liberty
United States,2015,WNBA Teams,3,Chicago Sky
United States,2015,WNBA Teams,4,Phoenix Mercury
United States,2015,WNBA Teams,5,Indiana Fever
United States,2015,Women's Soccer Players,1,Alex Morgan
United States,2015,Women's Soccer Players,2,Hope Solo
United States,2015,Women's Soccer Players,3,Carli Lloyd
United States,2015,Women's Soccer Players,4,Abby Wambach
United States,2015,Women's Soccer Players,5,Megan Rapinoe
United States,2015,Workouts and Exercises,1,Yoga with Adriene
United States,2015,Workouts and Exercises,2,Yoga Challenge
United States,2015,Workouts and Exercises,3,21 Day Fix
United States,2015,Workouts and Exercises,4,Crossfit
United States,2015,Workouts and Exercises,5,Team Beachbody
United States,2016,Searches,1,Powerball
United States,2016,Searches,2,Prince
United States,2016,Searches,3,Hurricane Matthew
United States,2016,Searches,4,Pokémon Go
United States,2016,Searches,5,Slither.io
United States,2016,News,1,Olympics
United States,2016,News,2,Election
United States,2016,News,3,Orlando Shooting
United States,2016,News,4,Brexit
United States,2016,News,5,Zika Virus
United States,2016,People,1,Donald Trump
United States,2016,People,2,Hillary Clinton
United States,2016,People,3,Michael Phelps
United States,2016,People,4,Bernie Sanders
United States,2016,People,5,Steven Avery
United States,2016,Actors,1,Brad Pitt
United States,2016,Actors,2,Tom Hiddleston
United States,2016,Actors,3,Adam Driver
United States,2016,Actors,4,Jesse Williams
United States,2016,Actors,5,Tom Holland
United States,2016,Actresses,1,Meghan Markle
United States,2016,Actresses,2,Marion Cotillard
United States,2016,Actresses,3,Jodie Sweetin
United States,2016,Actresses,4,Daisy Ridley
United States,2016,Actresses,5,Brie Larson
United States,2016,Athletes,1,Michael Phelps
United States,2016,Athletes,2,Ryan Lochte
United States,2016,Athletes,3,Simone Biles
United States,2016,Athletes,4,Cam Newton
United States,2016,Athletes,5,Usain Bolt
United States,2016,Beer,1,Budweiser America
United States,2016,Beer,2,Coors
United States,2016,Beer,3,Treehouse Brewing
United States,2016,Beer,4,Delirium Tremens Beer
United States,2016,Beer,5,Snake Venom Beer
United States,2016,Calorie Searches,1,Big Mac
United States,2016,Calorie Searches,2,Coors
United States,2016,Calorie Searches,3,Quinoa
United States,2016,Calorie Searches,4,Glass of Wine
United States,2016,Calorie Searches,5,Eggplant
United States,2016,Car Brands,1,Honda
United States,2016,Car Brands,2,Mercedes-Benz
United States,2016,Car Brands,3,Tesla
United States,2016,Car Brands,4,Lamborghini
United States,2016,Car Brands,5,Volvo
United States,2016,Cocktails,1,Sangria
United States,2016,Cocktails,2,Martini
United States,2016,Cocktails,3,StrawberryDaiquiri
United States,2016,Cocktails,4,Sex on the Beach
United States,2016,Cocktails,5,Mojito
United States,2016,Consumer Tech,1,iPhone SE
United States,2016,Consumer Tech,2,iOS 10
United States,2016,Consumer Tech,3,Google Pixel
United States,2016,Consumer Tech,4,Iphone 7 Plus
United States,2016,Consumer Tech,5,Nintendo Switch
United States,2016,Diets,1,GOLO Diet
United States,2016,Diets,2,Taco Diet
United States,2016,Diets,3,Military Diet Substitutes
United States,2016,Diets,4,Atkins 40
United States,2016,Diets,5,Ketogenic Diet Foods
United States,2016,Dog Questions,1,How long are dogs pregnant?
United States,2016,Dog Questions,2,Was Goofy a dog?
United States,2016,Dog Questions,3,Why does my dog lick me?
United States,2016,Dog Questions,4,How can you tell how old a dog is?
United States,2016,Dog Questions,5,What happens when a dog eats chocolate?
United States,2016,Election Moments,1,Super Tuesday
United States,2016,Election Moments,2,Primary Election Results
United States,2016,Election Moments,3,Iowa Caucus
United States,2016,Election Moments,4,Popular Vote
United States,2016,Election Moments,5,New Hampshire Primary
United States,2016,Election Questions,1,Where do I vote?
United States,2016,Election Questions,2,Who won the election?
United States,2016,Election Questions,3,Where do I vote early?
United States,2016,Election Questions,4,How to register to vote?
United States,2016,Election Questions,5,Who won the popular vote?
United States,2016,Fashion Designers,1,Rachel Roy
United States,2016,Fashion Designers,2,Mary Kate and Ashley Olsen
United States,2016,Fashion Designers,3,Angela Simmons
United States,2016,Fashion Designers,4,Zendaya
United States,2016,Fashion Designers,5,Kendall and Kylie
United States,2016,GIFs,1,Puppy Monkey Baby
United States,2016,GIFs,2,Bautista Bat Flip
United States,2016,GIFs,3,Dat Boi
United States,2016,GIFs,4,Just Do It
United States,2016,GIFs,5,Dancing Kid
United States,2016,How to...,1,How to play Pokémon Go?
United States,2016,How to...,2,How to register to vote?
United States,2016,How to...,3,How to play Powerball?
United States,2016,How to...,4,How to make slime?
United States,2016,How to...,5,How to move to Canada?
United States,2016,Losses,1,Prince
United States,2016,Losses,2,David Bowie
United States,2016,Losses,3,Christina Grimmie
United States,2016,Losses,4,Muhammad Ali
United States,2016,Losses,5,Alan Rickman
United States,2016,Memes,1,Harambe
United States,2016,Memes,2,Damn Daniel
United States,2016,Memes,3,Pokémon Go
United States,2016,Memes,4,Dat Boi
United States,2016,Memes,5,SpongeBob Caveman
United States,2016,Men's Soccer Players,1,Lionel Messi
United States,2016,Men's Soccer Players,2,Neymar
United States,2016,Men's Soccer Players,3,Zlatan Ibrahimović
United States,2016,Men's Soccer Players,4,Raheem Sterling
